date,model,mode,timestamp,level,project_id,pass,total,reason,score,type,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,2,0,9,N/A,0,Web,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,3,0,16,N/A,0,Web,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,4,0,17,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\4\\src\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\4\\src\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,5,0,13,N/A,0,Web,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,6,0,20,N/A,0,Web,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,7,0,24,N/A,0,Web,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,8,0,18,N/A,0,Web,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,9,0,13,N/A,0,Web,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,10,0,21,"npm error code EJSONPARSE
npm error JSON.parse Invalid package.json: JSONParseError: Expected property name or '}' in JSON at position 1 (line 1 column 2) while parsing near ""{\\n  \""name\"": \""nodejs-...""
npm error JSON.parse Failed to parse JSON data.
npm error JSON.parse Note: package.json must be actual JSON, not just JavaScript.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T17_17_10_024Z-debug-0.log
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\10\app\start.py"", line 1
    import subprocess\n\ndef start_nodejs():\n    try:\n        # Install required packages\n        subprocess.run(['npm', 'install'], check=True, shell=True)\n\n        # Start NodeJS server\n        subprocess.run(['node', 'app.js'], check=True, shell=True)\n\n    except Exception as e:\n        print(f""Error starting NodeJS: {e}"")\n\nif __name__ == ""__main__"":\n    start_nodejs()
                      ^
SyntaxError: unexpected character after line continuation character
",0,Web,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,11,0,8,N/A,0,Web,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,12,0,18,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\12\\home\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\12\\home\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,13,0,25,N/A,0,Web,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,14,0,5,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\14\\home\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\14\\home\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,15,0,3,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\15\\home\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\15\\home\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,16,3,9,N/A,0.333333333,Console/Batch,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,17,2,6,N/A,0.333333333,Console/Batch,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,18,0,14,N/A,0,Console/Batch,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,19,1,8,N/A,0.125,Console/Batch,,,,
20251020-1,llama3.1-8b,cascade,20251020-210501,2,20,0,26,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\20\\home\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\20\\home\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,1,0,11,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,2,0,9,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,3,0,16,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,4,0,17,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,5,0,13,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,6,0,20,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,7,0,24,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,8,0,18,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\8\\home\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\8\\home\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,9,0,13,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\9\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\9\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,10,0,21,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,11,0,8,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,12,0,18,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,13,0,25,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,14,0,5,"Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\14\project\start.py"", line 11, in <module>
    start_project()
    ~~~~~~~~~~~~~^^
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\14\project\start.py"", line 5, in start_project
    subprocess.run(['npm', 'install'], shell=True, cwd='./project')
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 554, in run
    with Popen(*popenargs, **kwargs) as process:
         ~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 1039, in __init__
    self._execute_child(args, executable, preexec_fn, close_fds,
    ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
                        pass_fds, cwd, env,
                        ^^^^^^^^^^^^^^^^^^^
    ...<5 lines>...
                        gid, gids, uid, umask,
                        ^^^^^^^^^^^^^^^^^^^^^^
                        start_new_session, process_group)
                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 1554, in _execute_child
    hp, ht, pid, tid = _winapi.CreateProcess(executable, args,
                       ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^
                             # no special security
                             ^^^^^^^^^^^^^^^^^^^^^
    ...<4 lines>...
                             cwd,
                             ^^^^
                             startupinfo)
                             ^^^^^^^^^^^^
NotADirectoryError: [WinError 267] ??????????????????????????????
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,15,0,3,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\15\\project\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\15\\project\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,16,0,9,N/A,0,Console/Batch,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,17,0,6,N/A,0,Console/Batch,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,18,0,14,N/A,0,Console/Batch,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,19,0,8,N/A,0,Console/Batch,,,,
20251020-1,llama3.1-8b,direct,20251021-015727,1,20,0,26,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\20\\public\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\20\\public\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,1,0,11,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\1\\home\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\1\\home\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,2,0,9,"npm error code EJSONPARSE
npm error JSON.parse Invalid package.json: JSONParseError: Expected double-quoted property name in JSON at position 31 (line 1 column 32) while parsing near ""...currency-converter\"",...""
npm error JSON.parse Failed to parse JSON data.
npm error JSON.parse Note: package.json must be actual JSON, not just JavaScript.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T17_30_03_264Z-debug-0.log
node:internal/modules/run_main:76
  const type = getNearestParentPackageJSONType(mainPath);
               ^

Error: Invalid package config \\?\C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\2\project\package.json.
    at shouldUseESMLoader (node:internal/modules/run_main:76:16)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:147:20)
    at node:internal/main/run_main_module:33:47 {
  code: 'ERR_INVALID_PACKAGE_CONFIG'
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,3,0,16,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,4,0,17,"npm error code EJSONPARSE
npm error JSON.parse Invalid package.json: JSONParseError: Unexpected token ""."" (0x2E), ""..."" is not valid JSON while parsing '...'
npm error JSON.parse Failed to parse JSON data.
npm error JSON.parse Note: package.json must be actual JSON, not just JavaScript.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T17_31_10_396Z-debug-0.log
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,5,0,13,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\5\\home\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\5\\home\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,6,0,20,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\6\\project\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\6\\project\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,7,0,24,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\7\\home\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\7\\home\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,8,0,18,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\8\\home\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\8\\home\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,9,0,13,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\9\\home\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\9\\home\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,10,0,21,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\10\\home\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\10\\home\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,11,0,8,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\11\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\11\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,12,0,18,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,13,0,25,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\13\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\13\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,14,0,5,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,15,0,3,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\15\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\15\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,16,1,9,N/A,0.111111111,Console/Batch,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,17,1,6,N/A,0.166666667,Console/Batch,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,18,1,14,N/A,0.071428571,Console/Batch,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,19,1,8,N/A,0.125,Console/Batch,,,,
20251020-1,llama3.1-8b,direct,20251021-020411,2,20,0,26,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\20\\home\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\20\\home\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,1,0,11,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,2,0,9,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,3,0,16,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,4,0,17,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,5,0,13,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,6,0,20,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,7,0,24,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\7\\home\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\7\\home\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,8,0,18,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,9,0,13,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,10,0,21,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\10\\home\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\10\\home\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,11,0,8,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,12,0,18,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,13,0,25,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,14,0,5,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,15,0,3,N/A,0,Web,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,16,1,9,N/A,0.111111111,Console/Batch,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,17,1,6,N/A,0.166666667,Console/Batch,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,18,0,14,N/A,0,Console/Batch,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,19,1,8,N/A,0.125,Console/Batch,,,,
20251020-1,llama3.1-8b,direct,20251021-022110,3,20,0,26,N/A,0,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,1,9,11,N/A,0.818181818,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,2,1,9,N/A,0.111111111,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,3,1,16,N/A,0.0625,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,4,1,17,N/A,0.058823529,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,5,0,13,"npm error code ETARGET
npm error notarget No matching version found for html-to-markdown@^3.1.0.
npm error notarget In most cases you or one of your dependencies are requesting
npm error notarget a package version that doesn't exist.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T17_49_53_102Z-debug-0.log
npm error code ETARGET
npm error notarget No matching version found for html-to-markdown@^3.1.0.
npm error notarget In most cases you or one of your dependencies are requesting
npm error notarget a package version that doesn't exist.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T17_50_06_793Z-debug-0.log
node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\5\app.js'
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47 {
  code: 'MODULE_NOT_FOUND',
  requireStack: []
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,6,1,20,N/A,0.05,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,7,2,24,N/A,0.083333333,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,8,0,18,N/A,0,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,9,1,13,N/A,0.076923077,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,10,2,21,N/A,0.095238095,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,11,2,8,N/A,0.25,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,12,0,18,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\12\app.js'
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47 {
  code: 'MODULE_NOT_FOUND',
  requireStack: []
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,13,0,25,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\13\app.js'
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47 {
  code: 'MODULE_NOT_FOUND',
  requireStack: []
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,14,4,5,N/A,0.8,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,15,3,3,N/A,1,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,16,1,9,N/A,0.111111111,Console/Batch,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,17,1,6,N/A,0.166666667,Console/Batch,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,18,1,14,N/A,0.071428571,Console/Batch,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,19,1,8,N/A,0.125,Console/Batch,,,,
20251020-1,llama3.3-70b,cascade,20251020-165147,1,20,1,26,N/A,0.038461538,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,1,2,11,N/A,0.181818182,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,2,1,9,N/A,0.111111111,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,3,1,16,N/A,0.0625,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,4,1,17,N/A,0.058823529,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,5,0,13,"npm error code ETARGET
npm error notarget No matching version found for markdown@^1.4.2.
npm error notarget In most cases you or one of your dependencies are requesting
npm error notarget a package version that doesn't exist.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T18_04_16_253Z-debug-0.log
npm error code ETARGET
npm error notarget No matching version found for markdown@^1.4.2.
npm error notarget In most cases you or one of your dependencies are requesting
npm error notarget a package version that doesn't exist.
npm error A complete log of this run can be found in: C:\Users\13468\AppData\Local\npm-cache\_logs\2025-10-30T18_04_24_165Z-debug-0.log
node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'express'
Require stack:
- C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\5\src\app.js
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\5\src\app.js:1:17)
    at Module._compile (node:internal/modules/cjs/loader:1760:14) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [
    'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\5\\src\\app.js'
  ]
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,6,1,20,N/A,0.05,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,7,4,24,N/A,0.166666667,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,8,1,18,N/A,0.055555556,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,9,1,13,N/A,0.076923077,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,10,1,21,N/A,0.047619048,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,11,5,8,N/A,0.625,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,12,2,18,N/A,0.111111111,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,13,0,25,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\13\app.js'
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47 {
  code: 'MODULE_NOT_FOUND',
  requireStack: []
}

Node.js v24.11.0
",0,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,14,5,5,N/A,1,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,15,3,3,N/A,1,Web,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,16,1,9,N/A,0.111111111,Console/Batch,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,17,2,6,N/A,0.333333333,Console/Batch,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,18,1,14,N/A,0.071428571,Console/Batch,,,,
20251020-1,llama3.3-70b,cascade,20251020-181934,2,19,1,8,N/A,0.125,Console/Batch,,,,
